Nr;Art;Mag;KBN;Nazwa art. 1;Nr fabr;Nazwa art. 2;L/B;StanDost;Wart;OstRez;Dz;Dost;NrProc;Suf;Poz;TOK;CDS;MA Erf.;
560;5;130;SILENTD10CHZ3C;WENTYLATOR SILENT DESIGN 100 CHZ;40021234;KLAPA, OPÓŹNIENIE CZASOWE, CZUJNIK WILG.;B;2.000;;1161223;K;VEKI01;14273867;1;1000;STD;SCD;03852;
561;5;130;DERBYDWHD;WIESZAK HAK DERBY I DERBY STYLE DUŻY;0020715;CHROM VIGOUR;B;6.000;;1170119;S;EMLI01;14264990;1;8000;STF;SCF;03681;
562;5;130;LB60020O;IZOLACJA WYMIENNIKA LB60  10- 20;21020066;.;B;1.000;;1160202;G;SEGD01;14161347;1;3000;STE;SCE;03675;
563;5;130;#TRES1;CUADRO-TRES BATERIA PODTYNKOWA DO BIDETU;00612301;CHROM;;1.000;;1170111;S;TRLD01;14276032;1;19000;STF;SCF;03681;
564;5;130;OV1012066;TERMOSTAT UNI SH BIAŁY;1012066;.;B;2.000;;1170111;G;OVST01;14275215;1;7000;STB;SCB;03740;
565;5;130;OV1012085;TERMOSTAT UNI SH  7-28°C 0* 1-5;1012085;Z CZUJNIKIEM CIECZOWYM STAL NIERDZEWNA;B;1.000;;1170111;G;OVST01;14275215;1;8000;STB;SCB;03740;
566;5;130;#011;ATEST INSPEKTORA UDT;;;;1.000;;1160426;0;ZEKL01;14193745;1;7000;SXA;SCA;03826;
567;5;130;TALEBUST80;BATERIA UMYWALKOWA TALIS E 80 STOJĄCA;71700000;Z/MECH. ZAM. CHROM;B;1.000;;1161021;S;HATA01;14250828;1;16000;STE;SCE;03513;
568;5;130;CROMAZW1251;ZESTAW NATRYSKOWY CROMA100 1 JET;27574000;PORTER'S Z WĘŻEM 1,25M CHROM;B;1.000;;1161021;S;HATA01;14250828;1;29000;STE;SCE;03513;
569;5;130;CFBSP02;COSMOFLOOR ROZDZIELACZ OGRZ. P. BSP 2;1041126920;OBW. 1x1/2" STAL MALOW. (NYPLE 1/2-3/4");B;1.000;;1170112;G;GOWO01;14278206;1;11000;STD;SCD;03852;
570;5;130;JS1615C;WODOMIERZ JS GSD8 1.6M3/H DN15 90°;5907738167751;110-G3/4" MID R100/50;B;3.000;;1161014;I;BMTR01;14250299;1;2000;STE;SCE;03513;
571;5;130;TON2BWPEN;BATERIA WANNOWA TONIC II PODTYNKOWA;A6340AA;CHROM DO A1000NU;B;2.000;;1170112;S;IDWR01;14276032;1;8000;STF;SCF;03681;
572;5;130;IDERPK;! PRZYŁĄCZE KĄTOWE WĘŻA IDEAL RAIN;B9448AA;CHROM;B;1.000;;1170112;S;IDWR01;14276032;1;13000;STF;SCF;03681;
573;5;130;IDERRNL1S12;RĄCZKA NATRYSKOWA IDEAL RAIN L 1S 120MM;B9404AA;CHROM;B;1.000;;1170112;S;IDWR01;14276032;1;14000;STF;SCF;03681;
574;5;130;TCSIP240402;PRZYCISK TECENOW  3/6L CHROM MATOWY;9240402;;B;1.000;;1160808;S;TEST01;14224843;1;2000;SXC;SCC;03843;
575;5;130;PURERN105D;RĄCZKA NATRYSKOWA PURE 105 DUO AIRDROP;A1705QDN;CHROM;B;1.000;;1170120;S;NIAE01;14274577;1;4000;STF;SCF;03680;
576;5;130;GEPEOE200;OPASKA ELEKTROZGRZEWALNA HDPE 200;370776161;.;B;1.000;;1150112;I;GEWA01;14073834;1;70000;STC;SCC;03748;
577;5;130;GEPERE0142;REDUKCJA HDPE CENTRYCZNA 160x110;369535161;.;B;2.000;;1161011;I;GEWA01;14243406;1;100;STC;SCC;00001;
578;5;130;ABPM15;ZAWÓR REGUL. AB-PM 15    GZ   3/4";003Z1402;.;B;3.000;;1170112;G;DACH10;14279041;1;2000;STE;SCE;03675;
579;5;130;ABPMXADAPT;ADAPTER DO RURKI IMPULSOWEJ 3/8"-1/16";003L5042;.;B;3.000;;1170112;G;DACH10;14279041;1;3000;STE;SCE;03675;
580;5;130;ECUBEBWSCZN;BATERIA WANNOWA EUROCUBE ŚCIENNA;23141000;Z ZEST. NATRYSK. CHROM;B;1.000;;1170112;S;GRHE01;14278901;1;9000;SXF;STF;03332;
581;5;130;WHITEWP17075L;WANNA PROSTOKĄTNA WHITE 170x75 LEWA;610847011001000;BIAŁA ODPŁYW CENTRALNY;L;1.000;;1151222;S;SAST01;14138567;1;34000;TMP;TMP;03332;
582;5;130;VSC20645P13Y;KOCIOŁ VSC 206/4-5 150+ ZESTAW;0010022820;PODSTAWOWY DO SYSTEMU SZACHTU;B;2.000;;1161103;G;VAWA01;14256902;1;1000;STG;SCG;03737;
583;5;130;#ZNGK3;GRZEJNIK ZEHNDER NOVA NHLH42/21 (1471W);NHLH42211700543CR9016;H=425MM L=1700MM COMPLETTO 543C RAL9016;;1.000;;1140331;G;ZEWR01;14003240;1;3000;TMP;TMP;03673;
584;5;130;#ZKKN2;KABINA PÓŁ.ASYMETRYCZNA EDITION 900*1950;L60172502524;SREBNY MAT.;;1.000;;1161230;S;GEWA01;7987376;1;27000;TMP;TMP;03719;
585;5;130;BRXTE948265;*AUTOMAT PALNIKOWY LGC 22 TE 16-150   TE;948265;;B;1.000;;1140131;G;BRRA01;13438668;1;1000;TMP;TMP;03747;
586;5;130;GESIPLPD20461;PRZYCISK DELTA11 STOP CHROM MAT;115120461;TWORZYWO UP100;B;1.000;;1151201;S;GEWA01;14155932;1;1000;SXC;SCC;03843;
587;5;130;#KLAS;POKRĘTŁO DO BATERII;76690;CENNIK 2016 OD 15.04.2016;;2.000;;1161214;S;KLOP01;14265966;1;2000;SXB;SCB;03648;
588;5;130;HGEPZP13595000;ZESTAW PRZEDŁUŻAJĄCY 25MM DO IBOX;13595000;.;B;1.000;;1160222;S;HATA01;14180435;1;1000;STC;SCC;03648;
589;5;130;*BWWI;LAMPA UV  20 (1.75 M3/H);;;;1.000;;1150701;U;BWWA01;14115620;1;1000;SXB;SCB;03740;
590;5;130;FGSIZA796000;ZESTAW ADAPTACYJNY GROHE FRESH NIE DO;38796000;SKATE COSMOPOLITAN SZKŁO/DREWNO/METAL;B;1.000;;1170118;I;GRHE01;14280511;1;1000;STC;SCC;03648;
591;5;130;SNPGLN4542;ŁUK 45° NYPLOWY  42;11004042;MIEDZIANY SANHAPRESS GAZ 10000 I 11000;B;1.000;;1160617;I;SALE01;14209329;1;7000;SXC;SCC;03843;
592;5;130;PURAVBUST11POB;BATERIA UMYWALKOWA PURAVIDA 110 STOJĄCA;15070400;Z/ODPŁ.PUSH OPEN BIAŁA/CHROM;B;1.000;;1170105;S;HATA01;14275639;1;19000;STF;SCF;03648;
593;5;130;PURAVBNPENB;BATERIA NATRYSKOWA PURAVIDA PODTYNKOWA;15665400;BIAŁA/CHROM DO 01800180;B;1.000;;1170105;S;HATA01;14275639;1;20000;STF;SCF;03648;
594;5;130;PURAVZN903SB;ZESTAW NATRYSKOWY PURAVIDA Z DRĄŻKIEM;27853400;UNICA 0,90M BIAŁY/CHROM;B;1.000;;1170105;S;HATA01;14275639;1;22000;STF;SCF;03648;
595;5;130;PURAVPWZZ;PRZYŁĄCZE WĘŻA PURA VIDA FIXFIT Z;26457000;ZAWOREM  ZWROTNYM CHROM;B;1.000;;1170105;S;HATA01;14275639;1;23000;STF;SCF;03648;
596;5;130;PURAVWHCH;WIESZAK HACZYK PURAVIDA;41501000;CHROM;B;2.000;;1170105;S;HATA01;14275639;1;26000;STF;SCF;03648;
597;5;130;EFA15;ZŁĄCZKA ŻELIWNA A 1/2";011500001;DO RUR STALOWYCH;B;10.000;;1161213;I;GEMA01;14265641;1;2000;STE;SCE;03513;
598;5;130;EFI25;ZŁĄCZKA ŻELIWNA I 1";011500103;DO RUR STALOWYCH;B;10.000;;1161213;I;GEMA01;14265641;1;10000;STE;SCE;03513;
599;5;130;TCMWLM31BA;MODUŁ WLM3-1BA BEZ WYŚWIETLACZA WYJŚCIA;77840041;8x230V TECEFLOOR;B;1.000;;1170116;I;TEST01;14280070;1;2000;STD;SCD;03852;
600;5;130;KASRED060080;REDUKCJA SPALINOWA TURBO  60/ 80 N/K;821060080;WADEX;B;1.000;;1160927;G;WAWR01;14244139;1;1000;TMP;TMP;03737;
601;5;130;SILKWIESZ43;WIESZAK NA RĘCZNIK SILK 43;516045000;CHROM;B;2.000;;1170116;S;GEWA01;14271666;1;6000;STB;SCB;03680;
602;5;130;#011;Koszt transportu;;;;1.000;;1170109;0;BIBY01;14277881;1;2000;SH2;SHB;03631;
603;5;130;*WADT;KOLANO Z WYCZYSTKĄ TURBO 110;;WADEX SPALINOWE;;1.000;;1160809;G;WAWR01;14225903;1;6000;STB;SCB;03740;
604;5;130;SPKPDK110;PŁYTA DACHOWA Z KOŁNIERZEM SPUK 110;311110000;WADEX;B;1.000;;1160809;G;WAWR01;14225903;1;10000;STB;SCB;03740;
605;5;130;#MEI0;WTYCZKA DO SKRZYNKI ELEKTRYCZNEJ;45095101;POMPY ALPHA 2 25-60;;1.000;;1140321;G;MELE01;14001170;1;1000;STB;SCB;03514;
606;5;130;GEBANB8032;OBEJMA ŻELIWNA ANB GW 3"x11/4";01261280804;DO RUR STALOWYCH;B;1.000;;1140428;I;GEMA01;14009501;1;1000;STC;SCC;03842;
607;5;130;ED2MV18A6;ZAWÓR 3-DROGOWY;ED2MV18A6;DO KLIMAKONWEKTORÓW 2-RUROWYCH;B;1.000;;1160531;K;DAWA01;14204752;1;2000;STE;SCE;03513;
608;5;130;TZOZKCH;ZAWÓR ODCINAJĄCY ZESPOLONY KĄTOWY SCV;TGEOCR001;CHROM;L;14.000;;1170117;G;TEGD01;14279774;1;13000;STF;SCF;03332;
609;5;130;SQ340;POMPA GŁĘBINOWA SQ 3-40;96510205;.;B;1.000;;1161007;U;GRPR01;14244575;1;1000;STE;SCE;03513;
610;5;130;ERT20RF;TERMOSTAT ERT20RF DOBOWY BEZPRZEWODOWY;ERT20RF;SALUS;L;1.000;;1141104;G;QLPS02;14056152;1;1000;SXE;SCE;03513;
611;5;130;SN6002A42;ŁUK 90° DWUKIELICHOWY 42;16002A42;MIEDZIANY SANHA-PRESS 6000;B;6.000;;1161213;I;SALE01;14263672;1;5000;SXB;SCB;03737;
612;5;130;EFA10;ZŁĄCZKA ŻELIWNA A 3/8";011500000;DO RUR STALOWYCH;B;4.000;;1161129;I;GEMA01;14265641;1;1000;STE;SCE;03513;
613;5;130;EFA20;ZŁĄCZKA ŻELIWNA A 3/4";011500002;DO RUR STALOWYCH;B;10.000;;1161129;I;GEMA01;14265641;1;3000;STE;SCE;03513;
614;5;130;EFA25;ZŁĄCZKA ŻELIWNA A 1";011500003;DO RUR STALOWYCH;B;10.000;;1161129;I;GEMA01;14265641;1;4000;STE;SCE;03513;
615;5;130;EFA32;ZŁĄCZKA ŻELIWNA A 11/4";011500004;DO RUR STALOWYCH;B;5.000;;1161129;I;GEMA01;14265641;1;5000;STE;SCE;03513;
616;5;130;EFI10;ZŁĄCZKA ŻELIWNA I 3/8";011500100;DO RUR STALOWYCH;B;10.000;;1161129;I;GEMA01;14265641;1;7000;STE;SCE;03513;
617;5;130;EFI20;ZŁĄCZKA ŻELIWNA I 3/4";011500102;DO RUR STALOWYCH;B;10.000;;1161129;I;GEMA01;14265641;1;9000;STE;SCE;03513;
618;5;130;EFI32;ZŁĄCZKA ŻELIWNA I 11/4";011500104;DO RUR STALOWYCH;B;5.000;;1161129;I;GEMA01;14265641;1;11000;STE;SCE;03513;
619;5;130;#ORAS2;ORAS BLOKADA WYLEWKI 100ST;159426/10;CENNIK 01.01.2017;;86.000;;1160309;S;OROL01;14182406;1;10000;SXA;SCA;03740;
620;5;130;SKATECOSMWCMB;! PRZYCISK SKATE COSMOP. 3/6L BIAŁY;38845LS0;SZKŁO MOON WHITE PION/POZIOM;B;1.000;;1170119;S;GRHE01;14281093;1;9000;SXF;SCF;03332;
621;5;130;OVGVLDA;ADAPTER KĄTOWY DO GŁOWICY UNI LD;1011452;;B;4.000;;1161221;G;OVST01;14272163;1;1000;STE;SCE;03675;
622;5;130;VZD162206;ZAWÓR VZD162 DN20 2-P 230V G1    KVS 6;43080400;PRZEŁĄCZAJĄCY Z SIŁOWNIKIEM;B;1.000;;1170105;G;ESPO01;14276636;1;1000;STB;SCB;03737;
623;5;130;OVGB;GŁOWICA UNI LH 7-28°C M30x1.5   BIAŁA;1011465;TERMOSTATYCZNA CIECZOWA Z 0;B;19.000;;1161213;G;OVST01;14269184;1;1000;STE;SCE;03513;
624;5;130;KASK90110;KOLANO SPALINOWE TURBO 90° 110;810110000;WADEX;B;1.000;;1140922;G;WAWR01;14044522;1;1000;STC;SCC;03748;
625;5;130;TA52265032;REGULATOR RÓŻNICY CIŚNIEŃ STAP DN 32;52265032;20- 80kPA GW;B;3.000;;1160517;G;IMOL01;14203406;1;2000;SXE;SCE;03513;
626;5;130;EMCL90E;ŁĄCZNIK KĄTOWY DO SZYN C-CK-CK P-CS EQ C;587510;L90;B;25.000;;1161115;I;ERWR01;14254551;1;2000;STE;SCE;03513;
627;5;130;EV220A;UKŁAD RĘCZNEGO OTWIERANIA DO EV220;032U7390;;B;1.000;;1170118;G;DACH10;14278041;1;3000;STC;SCC;03510;
628;5;130;GEMSETR31207;TRÓJNIK 22x18x22 STAL SZLACHETNA;31207;MAPRESS;L;1.000;;1161219;I;GEWA01;14270263;1;2000;STE;SCE;03513;
629;5;130;GESIPLPK81SI1;PRZYCISK OMEGA60 3/6L BIAŁY;115081SI1;;B;2.000;;1160524;S;GEWA01;14200088;1;3000;STF;SCF;03332;
630;5;130;IOZW;ZAMKNIĘCIE WLEWU PALIWA 2" x 21/2";2010053;DLA WLEWU Z USZCZELNIENIEM STOŻKOWYM;B;1.000;;1161117;G;OVST01;14261689;1;10000;STE;SCE;03675;
631;5;130;GEPERE0133;REDUKCJA HDPE CENTRYCZNA 110x 50;367560161;.;B;5.000;;1150706;I;GEWA01;14116486;1;1000;SH2;SHA;03630;
632;5;130;GESIPLZW38001;ZESTAW WYKOŃCZENIOWY UNIFLEX UNIWERSALNY;154338001;;B;1.000;;1170109;S;GEWA01;14274577;1;9000;STF;SCF;03680;
633;5;130;SN6002A42;ŁUK 90° DWUKIELICHOWY 42;16002A42;MIEDZIANY SANHA-PRESS 6000;B;2.000;;1161213;I;SALE01;14260871;1;1000;SXC;SCC;03843;
634;5;130;RFZGW4032;ZŁĄCZKA ZACISKANA GW 40x11/4";06011331;MOSIĄDZ TWEETOP;B;1.000;;1151127;I;TWSZ01;14156954;1;4000;STE;SCE;03675;
635;5;130;RGI;REGULATOR POKOJOWY RGI DO WHBS/C C;7638437;PRZEWODOWY ON/OFF TYGODNIOWY;B;1.000;;1170118;G;BRRA01;14274019;1;1000;TMP;TMP;03737;
636;5;130;*WADT;ADAPTER TURBO/TRÓJNIK Z DEKLEM 60/100;;DE DIETRICH;;1.000;;1161121;G;WAWR01;14258436;1;2000;SXA;SCA;03826;
637;5;130;ESSENBBST;BATERIA BIDETOWA ESSENCE NEW STOJĄCA;32935001;Z MECH.ZAM. CHROM;B;1.000;;1170105;S;GRHE01;14276474;1;22000;STF;SCF;03332;
638;5;130;PIANQGN2525;GŁOWICA NATRYSKU PIANO QUADRO  250x250MM;BP250Q05N;CHROM;B;1.000;;1170105;S;NIAE01;14276474;1;49000;STF;SCF;03332;
639;5;130;GEPEUC40K;UCHWYT DO RUR HDPE 40 1/2";360841002;REGULOWANY;B;30.000;;1161205;I;GEWA01;14213551;1;20000;STC;SCC;03510;
640;5;130;GEPEUC40;UCHWYT DO RUR HDPE 40 M10;360843002;REGULOWANY;B;70.000;;1160627;I;GEWA01;14213551;1;21000;STC;SCC;03510;
641;5;130;GEPEUC56K;UCHWYT DO RUR HDPE 56 1/2";363841002;REGULOWANY;B;10.000;;1160627;I;GEWA01;14213551;1;29000;STC;SCC;03510;
642;5;130;GESIPLPK80KN1;PRZYCISK OMEGA30 3/6L CHROM MAT;115080KN1;PRZYCISKI CHROM MAT UP200;B;1.000;;1160927;S;GEWA01;14241074;1;4000;SXC;SCC;03510;
643;5;130;*ZKCZ;NIVEN LISTWA MAGNETYCZNA;;CENNIK 01.02.2015;;1.000;;1161230;S;GEWA01;14125994;1;7000;STF;SCF;03679;
644;5;130;*ZKKCZ1;NIVEN FKPF:ZESTAW MONTAŻOWY;;( MONTAŻ KABINY DO ŚCIANY);;1.000;;1161230;S;GEWA01;14126956;1;2000;STF;SCF;03679;
645;5;130;GAZDK1NSGZ;DOMOWY DETEKTOR DK-1.NS/GZ 230V;DK1NSGZ;GAZEX;B;1.000;;1140804;I;GAWA01;14031960;1;1000;SXE;SCE;03513;
646;5;130;SOC462100;ZAWÓR ZWROTNY 462 DN100 PN16;149B3754;TMAX=100°C GRZYBKOWY KOŁNIERZOWY   SOCLA;B;1.000;;1161129;G;WAPF02;14259008;1;51000;STE;SCE;03513;
647;5;130;URAC100;PRZEPUSTNICA URANIE DN100 PN16;149G010955;TMAX=120°C NAPĘD RECZNY DŹWIGNIOWY SOCLA;B;5.000;;1161122;G;WAPF02;14259008;1;49000;STE;SCE;03513;
648;5;130;#KLAS;KLUDI WYLEWKA DO BATERII 130MM;74077;CENNIK 2016 OD 15.04.2016;;1.000;;1161221;S;KLOP01;14265966;1;1000;SXB;SCB;03648;
649;5;130;#REMF;SPRĘŻYNA DO CĘG;061029;;;4.000;;1140731;I;REPR01;14028829;1;1000;SXC;SCC;03675;
650;5;130;DVREXCONE;REGULATOR POKOJ.EXACONTROL-E MODULACYJNY;0020017839;;B;2.000;;1160930;G;VAWA01;14239334;1;5000;STE;SCE;03675;
651;5;130;#HUAK;NÓŻKI DO BRODZIKA > 1200MM;508063000;CENNIK 2017;;1.000;;1140616;S;HUPO01;14008909;1;20000;TMP;TMP;03534;
652;5;130;#HWAN;PRZYCISK FUN.DO SPŁUKIWANIA WODY ELEK.;80250030R97;JASNY SZARY;;1.000;;1071218;S;HEAR01;3137152;1;1000;GR4;GR4;03650;
653;5;130;#TMGR3;TERMA TRADE ADAPTERY CHROM KOMPLET;ADAPTERY KOMPLET CHROM;;;1.000;;1080130;G;TEGD01;3263265;1;3000;TMP;TMP;03513;
654;5;130;#BRXC;ZAWÓR GAZOWY KOMPLETNY WGB 2N.50;638975;(Grupy rabatowe 42-105);;1.000;;1091218;G;BRRA01;6068078;1;4000;TMP;TMP;03674;
655;5;130;#BRXC;SILNIK 230V 30S  90ST.;611602;STA 30 B2 230 V;;1.000;;1110224;G;BRRA01;7987376;1;24000;TMP;TMP;03719;
656;5;130;*DA08N;ECL COMFORT 110 Z PROGRAMEM CZASOWYM-230;;;;1.000;;1110803;G;DACH10;8742171;1;3000;STC;SCC;03515;
657;5;130;#WADT;RURA WYLOTOWA 110 X 160 X 1000;836160000;CENNIK 01.04.2011;;1.000;;1111114;G;WAWR01;9276097;1;4000;STC;SCC;03515;
658;5;130;*DA03A;ZŁĄCZKA ZACISK.GW.WEW.G3/4-RURA 16X2 PEX;;;;8.000;;1131122;G;DACH10;11027502;1;4000;STE;SCE;03513;
659;5;130;*SLAD4;WĄŻ W OPL.NAKR-NAKR. 500MM,1/2x1/2";;.;;2.000;;1121107;S;SCWR01;11273774;1;1000;SXC;SCC;03515;
660;5;130;#TMGR2;KONSOLA DO GRZEJN.RUCHOMA PROSTA BIAŁA;TMGR2;(4 SZT.);;1.000;;1130305;G;TEGD01;11797447;1;1000;STG;SCG;03513;
661;5;130;#VGSO;SYFON CZĘŚĆ ZAMIENNA DO ODWODNIENIA;686376;ADVANTIX VARIO 4965.10;;1.000;;1130405;S;VIWA01;11934451;1;1000;SXC;SCC;03531;
662;5;130;#BN5;KAPA 28 DO GAZÓW MEDYCZNYCH;MG53010280000;;;1.000;;1130919;I;IBPO02;12709654;1;4000;STA;SCA;03821;
663;5;130;#OSCNA;ZESTAW ZAWOROWY DO INST.DWURUROWEJ;AZ1TP00GG00010A0;KĄTOWY;;1.000;;1131114;G;VNWA01;13135494;1;2000;STG;SCG;03747;
664;5;130;*WADT;RURA WYLOTOWA SPAL-POW TURBO 110/16;;WADEX L=1000;;1.000;;1131216;G;WAWR01;13235282;1;6000;SXA;SCA;03821;
665;5;130;#ZTZ;FILTR SKOŚNY KOŁNIERZOWY FIG 821 DN100;;ŻELIWO SFERO. PN16  CENNIK 804PP;;1.000;;1140317;G;ZEKL01;14000114;1;1000;SH2;SHA;03511;
666;5;130;BA2760DN40;ZAWÓR ANTYSKAŻENIOWY  BABM DN 40;149B3086;PN10 TMAX=65°C GZ/GZ               SOCLA;B;1.000;;1140317;G;WAPF02;14000122;1;1000;SH2;SHA;03511;
667;5;130;*VGSO;MULTIPLEX TRIO 40/50;;MOSIĄDZ/CHROM;;1.000;;1081203;S;VIWA01;4465338;1;2000;STX;STX;03654;
668;5;130;#BRXC;ODPŁYW KONDENSATU SGB 250;958905;(Grupy rabatowe 42-105);;1.000;;1091218;G;BRRA01;6068078;1;1000;TMP;TMP;03674;
669;5;130;WADRR120140;REDUKCJA ROZCIĄGANA SPU 120/140 N/K;143120140;WADEX SPALINOWA;B;1.000;;1100401;G;WAWR01;6428451;1;1000;TMP;TMP;03740;
670;5;130;*WADT;USTNIK SPALINOWY IZOL.TURBO  110/150MM;;WADEX;;2.000;;1110913;G;WAWR01;8983386;1;1000;SXE;SCE;03515;
671;5;130;*WADT;KOLANO SPALINOWE IZOLOWANE TURBO 90°110/;;150MM, WADEX;;1.000;;1111214;G;WAWR01;8983386;1;4000;SXE;SCE;03515;
672;5;130;RHUL05L0;UCHWYT LUSTRA O GR.6MM 2-CZ. POŁ. LEWY;L1600520;B/LUS.WYM. 600x450MM Z REG. NACH. FUNKTI;B;1.000;;1120518;S;GEWA01;10165615;1;13000;STE;SCE;03513;
673;5;130;*WADT;USTNIK SPALINOWY IZOL.TURBO  110/150MM;;WADEX;;2.000;;1121002;G;WAWR01;10877651;1;1000;SXE;SCE;03740;
674;5;130;#REH;ZŁĄCZKA PRZEJSCIOWA MX 32-1 1/4 GZ;11393111001;RURY I KSZTAŁTKI;;2.000;;1121102;I;REPR02;11208933;1;12000;STE;SCE;03513;
675;5;130;GEPERE9056;REDUKCJA HDPE MIMOŚRODOWA  90x 56;366566161;.;L;1.000;;1170117;I;GEWA01;14277279;1;35000;STC;SCC;03510;
676;5;130;GEPERE11040;REDUKCJA HDPE MIMOŚRODOWA 110x 40;367558161;.;L;1.000;;1170117;I;GEWA01;14277279;1;40000;STC;SCC;03510;
677;5;130;GEPERE11063;REDUKCJA HDPE MIMOŚRODOWA 110x 63;367571161;.;L;1.000;;1170117;I;GEWA01;14277279;1;41000;STC;SCC;03510;
678;5;130;GEPERE0136;REDUKCJA HDPE CENTRYCZNA 110x 75;367575161;.;L;1.000;;1170117;I;GEWA01;14277279;1;42000;STC;SCC;03510;
679;5;130;GEPET45125110;TRÓJNIK HDPE 45° 125x110;368135161;.;B;1.000;;1170117;I;GEWA01;14277279;1;48000;STC;SCC;03510;
680;5;130;GEPERES125075;REDUKCJA HDPE CENTRYCZNA 125x 75;368575161;.;L;1.000;;1170117;I;GEWA01;14277279;1;49000;STC;SCC;03510;
681;5;130;GEPET4516075;TRÓJNIK HDPE 45° 160x 75;369125161;.;B;1.000;;1170117;I;GEWA01;14277279;1;53000;STC;SCC;03510;
682;5;130;GEPET4516090;TRÓJNIK HDPE 45° 160x 90;369130161;.;B;1.000;;1170117;I;GEWA01;14277279;1;54000;STC;SCC;03510;
683;5;130;GEPET45160125;TRÓJNIK HDPE 45° 160x125;369139161;.;B;1.000;;1170117;I;GEWA01;14277279;1;55000;STC;SCC;03510;
684;5;130;GEPERE160125;REDUKCJA HDPE MIMOŚRODOWA 160x125;369588161;.;B;1.000;;1170117;I;GEWA01;14277279;1;59000;STC;SCC;03510;
685;5;130;GEPET4520075;TRÓJNIK HDPE 45° 200x 75;370125161;.;B;6.000;;1170117;I;GEWA01;14277279;1;61000;STC;SCC;03510;
686;5;130;GEPET45200200;TRÓJNIK HDPE 45° 200x200;370146161;.;B;1.000;;1170117;I;GEWA01;14277279;1;62000;STC;SCC;03510;
687;5;130;GEPERED200110;REDUKCJA HDPE MIMOŚRODOWA 200x110 DŁUGA;370584165;.;B;1.000;;1170117;I;GEWA01;14277279;1;63000;STC;SCC;03510;
688;5;130;GEPERED200160;REDUKCJA HDPE MIMOŚRODOWA 200x160 DŁUGA;370594165;.;B;3.000;;1170117;I;GEWA01;14277279;1;64000;STC;SCC;03510;
689;5;130;GEPEKM200;KOMPENSACJA HDPE 200;370700161;.;B;1.000;;1170117;I;GEWA01;14277279;1;65000;STC;SCC;03510;
690;5;130;GEPELU45250;ŁUK HDPE 45° 250;371045161;;B;4.000;;1170117;I;GEWA01;14277279;1;67000;STC;SCC;03510;
691;5;130;GEPET45250110;TRÓJNIK HDPE 45° 250x110;371135161;.;B;2.000;;1170117;I;GEWA01;14277279;1;68000;STC;SCC;03510;
692;5;130;GEPET90250160;TRÓJNIK HDPE 90° 250x160;371195161;.;B;1.000;;1170117;I;GEWA01;14277279;1;69000;STC;SCC;03510;
693;5;130;GEPERED250200;REDUKCJA HDPE MIMOŚRODOWA 250x200 DŁUGA;371596161;.;B;3.000;;1170117;I;GEWA01;14277279;1;70000;STC;SCC;03510;
694;5;130;GEPEEM250;ELEKTROMUFA HDPE 250MM;371775161;;B;6.000;;1170117;I;GEWA01;14277279;1;71000;STC;SCC;03510;
695;5;130;GEPESZU;UCHWYT SZYNY MONTAŻOWEJ;363862001;;B;6.000;;1170117;I;GEWA01;14277279;1;78000;STC;SCC;03510;
696;5;130;GEPESZS;SZYNA MONTAŻOWA 60x40(5M);363863001;.;B;20.000;;1170117;I;GEWA01;14277279;1;79000;STC;SCC;03510;
697;5;130;GEPELA64001;ŁĄCZNIK SZYNOWY MONTAŻOWY PLUVIA 4,5;363864001;.;B;4.000;;1170117;I;GEWA01;14277279;1;80000;STC;SCC;03510;
698;5;130;GEPEUC75K;UCHWYT DO RUR HDPE 75 1/2";365841002;REGULOWANY;L;2.000;;1170117;I;GEWA01;14277279;1;84000;STC;SCC;03510;
699;5;130;GEPEOE125;OPASKA ELEKTROZGRZEWALNA HDPE 125;368776161;.;L;4.000;;1170117;I;GEWA01;14277279;1;88000;STC;SCC;03510;
700;5;130;GEPETU200;TULEJA Z PODWÓJNYM PIERŚCIENIEM HDPE 200;370751161;.;B;2.000;;1170117;I;GEWA01;14277279;1;93000;STC;SCC;03510;
701;5;130;GEPEOE200;OPASKA ELEKTROZGRZEWALNA HDPE 200;370776161;.;B;23.000;;1170117;I;GEWA01;14277279;1;94000;STC;SCC;03510;
702;5;130;GEPEUCC200;UCHWYT DO RUR HDPE CYNKOW.200;370840001;1";B;3.000;;1170117;I;GEWA01;14277279;1;95000;STC;SCC;03510;
703;5;130;GEPEUCP200;UCHWYT DO RUR HDPE PLUVIA 200;370861261;STALOWY;B;46.000;;1170117;I;GEWA01;14277279;1;96000;STC;SCC;03510;
704;5;130;GEPEUCP250K;UCHWYT DO RUR HDPE PLUVIA 250;371861001;KOTWIĄCY;B;6.000;;1170117;I;GEWA01;14277279;1;97000;STC;SCC;03510;
705;5;130;GEPEUCP250;UCHWYT DO RUR HDPE PLUVIA 250;371862001;STALOWY;B;5.000;;1170117;I;GEWA01;14277279;1;98000;STC;SCC;03510;
706;5;130;GEDBZA160;ZAŚLEPKA SILENT DB20 160;315005141;.;B;1.000;;1170117;I;GEWA01;14277279;1;99000;STC;SCC;03510;
707;5;130;GEPEUCC250;UCHWYT DO RUR HDPE CYNKOW.250;371840001;1";B;1.000;;1170117;I;GEWA01;14277279;1;100000;STC;SCC;03510;
